text,sentiment
Dark Souls 2: Scholar of the First Sin (Sony Playstation 3)  - NEW- SEALED:  $16.95End Date: Saturday Nov-7-20... https://t.co/D8zqXqUQJG,neutral
"Ito Black Friday, kendrick Lamar's remix genuinely reminds my why I think he's the goat",neutral
I have been using it for several months and it works great. No difference from the $30 cable bought in big stores out there.,positive
"@MilanClubPhilly I know it's not your neck of the woods, but do you happen to know a spot I can watch the Milan game on the 17th in NYC?",neutral
This has been one of the most instresting books that I have recently read.I plan to make this part of my permanate library.I will certainly look for more of this authors books.This author has either done alot of research into his characters and stories or he actually was involved someway in the incidents.,positive
"I would have to say I love this shampoo with all my heart. : )Smells awesome, and leaves my head and my dreads feeling sqeaky clean. The only reason why I gave it a 4 is because its pretty much 8 times as expensive as the old shampoo I used to use, but its worth it if you can pay for it, and the shipping.",positive
"Too much of Nemesis has a tired , talky feel .",negative
The next big thing 's not-so-big ( and not-so-hot ) directorial debut .,neutral
"Fixed my problem instantly (I only own wireless Xbox controllers, Microsoft brand, and plugging them in to my PC with the original charger cords was not working). Soooo much more convenient than gaming on a keyboard, for certain games!",positive
Kendrick's was straight. But check out my boy J.Cole alright remix. These the top 2 rappers in HISTORY. https://t.co/edexFAV5nw,positive
"Most likely I have more than 10 drive enclosures. I have been using them for years. When I install a drive in some of them, I call a friend for help. Some are poorly designed. I like a simple design so that I can swap drives and enclosures quickly. The NexStar has two external screws and a solid, not 2 piece case. Remove 2 screws on the case and 4 on the HD mount. It takes about 2 minutes. I purchased a unit that had outputs for Firewire 800, Firewire 400, USB and eSata. And it came will ALL the cables, including one adaptor. The case is beautifully finished aluminum for cool operation. The USB, eSata version comes with an eSata bracket for your desktop case. It seems like an expensive unit but providing all cables make the price reasonable.",positive
@khalilj_2 @FunniestVines I thought it may have been about John Cena,neutral
@NorthernlionLP Would you consider doing some Dark Souls 2 content in preparation for Dark Souls 3 in April?  DLC is great.,positive
"Niall will follow me One Day  That day just isn't today, maybe tomorrow? @NiallOfficial",neutral
I am 100% committed to Israel as a Jewish state but with equal rights for all. Too many antisemites for Jews not to have a place in the sun.,neutral
"Not everything in this ambitious comic escapade works , but Coppola , along with his sister , Sofia , is a real filmmaker .",positive
Why am I just now finding oht about Black Friday J. Cole and Kendrick Lamar,positive
Kendrick Lamar - Black Friday convinced me that Kedrick is the best rapper alive rn alongside J cole,positive
It's exciting to be in Israel when tomorrow there will be a general strike. I hope it helps workers in Israel! https://t.co/323dgfEOQE,positive
a bleeding threesome with Lady Gaga and Matt Bomer. It's so simple. C'mon.  https://t.co/o5u1c1yryO https://t.co/8rzaJwJKa9,neutral
"Al-Baghdadi in his latest speech remembered Palestine but forgot Iran, for the record this the 1st time ISIS directly threat Israel",negative
"Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s .",negative
"From both a great and a terrible story , Mr. Nelson has made a film that is an undeniably worthy and devastating experience .",positive
"Have a little Chris Evans, everyone. It's Friday. You deserve it. https://t.co/XIITOSWAD8",positive
"@liammannix I'm getting the same. I heard that ""Thor"" may have gone to #Canberra. Not sure about the others.",neutral
"OMG. I don't know why I'm just hearing ""Black Friday"" but J.Cole murked Kendrick big time.",positive
Shows how little people paid attn to the Charlie Hebdo stuff 11mo ago when they're tweeting the pic of people in the streets from January.,neutral
"A sunny Wednesday, here in Milan, Italy. Summer is lingering. Cool nights mean you can sleep :)",positive
@Pixe1ina getting more people who never would have touched a Dark SOuls in the 1st place,neutral
So has Seth Rollins chances of retaining the title just increased or decreased? The world may never know... until Night of Champions,neutral
"Some real legendary names on list tomorrow: David Bowie, Bjork, Prince...just putting it together and realised!",positive
"Just when you thought that they couldn't possibly make a new Tony Hawk that provided original gameplay, Activision came out with this awesome game. The best addition to this installment has to be the way that they revamped how you achieve objectives. In previous versions, you had to keep retrying the level, suffering through annoying load times just so you can retry the objectives. Now, there is no timelimit on the levels, and you activate objectives by talking to people on the board. Fail the objective? No problem. Hit start and select ""retry objective"" from the menu.Other than that, the graphics have improved, yet again, and the replay value is even higher than it was before. Can life get better? I thought it couldn't, but Activision proved me wrong!",positive
These aren't new and as a result it's quirky (the screen only lights up on one half at times). I just restart it and it comes on full screen though. I just wonder how long it will last.,negative
KENDRICK and SEAN - KEITH want to take you to a GAY BAR -  TONIGHT as we fling cocktails - SUNDAY  7 PM-2 AM... https://t.co/gTaA7czMin,neutral
"Seriously though, somebody posted Amy Schumer as their woman crush Wednesday on Instagram &amp; I almost went off, but it's not worth it",negative
"Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .",positive
"Just when you think you are making sense of it , something happens that tells you there is no sense .",negative
"` All in all , Reign of Fire will be a good ( successful ) rental . '",neutral
As plain and pedestrian as catsup --,negative
And it 's a lousy one at that .,negative
41 Amy Schumer quotes to get you through Wednesday (she's pretty badass) https://t.co/ZafHRVOXJ2 https://t.co/iuKYinDDIp,positive
"Surprised Sharleen Spiteri on TFI Friday since she wrote ""Say What You Want"" about Chris Evans fancying her!",positive
@befourhoe so you personally don't have the right to say any sort of shit about them. a few immature ones may comment rude shit on briana,negative
"@marthamaccallum I keep remembering idea in January that Charlie Hebdo attack, a fraction of the scale of this, might be a ""game changer.""",neutral
I don't care what you think about 1st and 14th Amendment law or even gay marriage.  What did ELVIS think about it?! https://t.co/04UExsBx2Q,neutral
One drawer will not close completely. The section is not evenly made. I checked to be sure it was installed correctly and it still won't close.Only about 3/4 of an inch so it is okay.,neutral
"Kim Kardashian emoji crash Apple store https://t.co/1myBLsXdPE via @theage  Dear Santa, for Xmas please may I have a ticket off the planet.",neutral
@ashokkmrsingh Hinduism may or may not be a religion according to Western/Semetic traditions but reality is it is way different from Islam.,neutral
I am a long time fan of Michael Mcdonald. I love his new material but still long for some of the early recordings especially if on DVD. this one is fair but not for me his best dvd,neutral
"""New Tricks"" is a very well done police drama .We did not enjoy the first 2 episodes but became ""hooked"" while watching the 3 rd,so much so that we purchased the entire series from Amazon.com",positive
I've tried it on two different pickups and two trailers. The handles aren't long enough to break lugs. I tried it on lugs I put on by hand with rachet still would not break it loose,negative
George Harrison - Here comes the Sun   https://t.co/UkknayNOmH  Happy Winter Solstice for all those in the Northern Hemisphere obvs!,positive
Tony Blair says engaging with Gaddafi may have prevented IS obtaining chemical weapons https://t.co/gHftM1OLHS https://t.co/z8DBRRF9pr,neutral
"This is a beautiful table - it really acts as a wonderful focal point in my living room. The materials are heavy, sturdy and good quality. MY COMPLAINT: The only assembly required is bolting on the four legs. The fastening tool included is useless, so I'll have to borrow a socket wrench to really fasten the table to tighter-than-wobbly quality. MORE IMPORTANTLY: one of the bolt holes was only partially drilled into the steel, so it's only held together by seven of the eight included bolts. Without the last bolt, the bottom shelf sags in one corner. I haven't decided yet if it'll be more work to rig it so that it looks ok, or just RETURN it. Kind of disappointing...",neutral
"Justin Bieber may have a number 1 single, but he still visits Santa Claus: https://t.co/LSLJ0kaw74 https://t.co/R1lJ8K0e8E",neutral
"No matter how firmly director John Stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make .",neutral
"I have read all of the Buffy novels so far, and I'm sorry to say that this is, without a doubt, the worst of them. Usually I have to fight to put them down. This one I had to fight to keep picking up.The author is obviously not very familiar with the characters, and it shows in how unconvincingly they and their descriptions come across. I couldn't believe it when she repeatedly referred to Angel's vampire persona as ""Angeles"" -- I'm also shocked that the editor (assuming there was one) didn't catch that.The worst thing about this book, however, is the author's infatuation with run-on sentences and adjective-heavy descriptions of everyone and everything. This adds to the unconvincing portrayal of the characters and makes the book unnecessarily difficult to get through.There are a lot of Buffy novels set to release in the next few months. If you're going to skip one, this is the one you probably won't miss.",negative
Sis just told me that Chris Evans (Capt America) was in her summer reading program when she 1st became a librarian.,neutral
@woodhousecurtis what about a wee Boxing Day tip Curtis for the footy tomorrow spread the Xmas spirit with a bit of bookie bashing by all,neutral
"There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .",neutral
"@OfficeOfRG always refers about 3rd person 2 call Rahul Gandhi. Rahul ko Kaise bulayegi janta #ShakurBasti , Amethi ppl still trying 2 call",neutral
"Admittedly, I am just a ""big kid"". I try to keep up on things with my kids and their new thing was the V3 Tamagotchi. So when I saw this, I was very excited. When it finally came out, we ran to the store to grab it. It's fun for about 15 mins then it becomes VERY repetitious. My hand actually got tired from using the stylus. Kids under the age of 10 will become bored after 6 customers. (As the game increases, so do the customers and their requests each take about 3 minutes. Try serving 20+ customers in a row.) :( Kids 11 and over, don't even bother.Also would be a good idea to get some kind of screen protection because ONLY the stylus is used, and it's used A LOT! I bought a package from Penguin that had screen protectors and cases for about $19, good investment.It's a cute game, but wait until it comes WAY DOWN in price. Perhaps Christmas time?",neutral
"Charlie Wilson, Kendrick Lamar, Charlie Puth. Glad I made plans with everyone who worked with them that I would see them in Feb. God blesses",positive
"Ice Age wo n't drop your jaw , but it will warm your heart , and I 'm giving it a strong thumbs up .",positive
"this cd is one of my favorites... i've listened to it countless times and i'm still not sick of anything about it... i only gave it 4 stars though, because there are two songs i'm not too fond of... first of, track 4, ""pieces""... the whole yelling thing doesn't do it for me... i like the chorus to it, though... secondly, track 7, ""ready for you,"" is a great song, but the guitar part on the verse is too ""punkish"" for me... everything else about the cd is awesome, though... definitely buy it!!",positive
"I have used every type of coffeemaker, for lots of reasons, for their looks, for temperature, everything. When I read the reviews, I bought yet another coffeemaker and I finally got the PERFECT one. It looks great, it is easy, and, for me, it is flawless. I will always read a review before I make another purchase on anything. Thank you!",positive
"I guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .",negative
"It is what a $600 purchase gets you these days. Overall, it is sturdy enough. The finish is not evenly applied, but in my case does not detract from the product. The hinges are meduim quality but appear to work just fine. For the little use that vanity doors/drawer get, they are good. The doors and drawer fit squarely although the gaps are slightly larger than I had expected. I installed screw levelors in the legs so that it could be leveled properly. That would be a nice feature to include in the product for those of us doing remodeling where every thing is not exactly square/level anymore.",neutral
"Nicole Holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .",positive
"@CariChampion heard she can't even eat an apple, her teeth are still loose &amp; fight in July? Dana White didn't milk her enough?!",negative
"By the way when the album drops, I'm fully claiming invention of  ""it's July 1st, still no new Frank Ocean album"" joke tweets the day after.",neutral
David Bowie just shared the first song/video from his upcoming January release. We are left intrigued and... https://t.co/hTtSeyTqCG,positive
i did not like this at all this has nothign to do with the seller just this did nothing for me if anything it distracted me from getting off,negative
Arsenal linked with January move for Milan star after failed summer bid... http://t.co/OunFRgjOPb  #football,neutral
It's the last regular Sunday market before Christmas (though there will of course be the ever-popular Twilight... https://t.co/V4pkCnezp7,neutral
"Muddled , trashy and incompetent",neutral
"the package arrived on time, in good condition.i have not been able to view this movie because it would not work on my television because it had american region zone number.because i live in perth western australia, i would have thought the region would have been set as a general zone.",negative
"Tomorrow's Charlie Hebdo:  ""They have weapons. Screw them, we have champagne!""  The spirit of the French is strong. https://t.co/vteMHYnOjY",positive
"bought it, put it on, done. thats it it protects my phone it has already hit the the ground no problem it does its job",positive
"Only stuff I don't watch is Twilight, 'cause it's rubbish. Love Star Wars &amp; Potter, but Han Shot 1st &amp; Nevill is the real hero. #SBSPopAsia",negative
Seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .,negative
Kendrick Lamar's Black Friday is flame Only he can go that hard for 4 minutes damn,positive
"I've read reviews of this book complaining it wasn't well-written, was just lists, went on endlessly for the few half the book. I say ""Whatev!"" For the newbie writer Rand gives some clear, concrete ways to begin to edit your work. If you (like me) have no idea where to start, start here. There are better books, much more to learn elsewhere, but here is a good jumping-off point.",positive
"I bought this at Walmart, and got it home. Used it 2 times, both times it started smoking, and the top started to burn. taking it back. Won't try another.",negative
Sam Smith is singing the song for the new James Bond. I think I may have fallen in love even more. #spectre #bond,positive
Tyldesley says we haven't yet heard the name of the striker to beat Rooneys record 10mins after Kane scores his 3rd in 4 matches #EngvSwi,neutral
Samuel Beckett applied to the Iranian voting process .,neutral
"There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .",positive
"The film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .",positive
Been having so much fun in the ocean!! Can't wait for tomorrow's big waves but off to Yoga to stretch it out! Yewwww http://t.co/n0fUA2gMo2,positive
"Another pathetic false flag drama like the ""Charlie Hebdo"" back in January, or a real terrorist attack? Who are... https://t.co/CnxS2JkaPc",negative
One regards Reign of Fire with awe .,positive
"For a person wanting to understand the continuous nature of the Bible, and to see how the events of the world unfolded and intersected the biblical events, this is an excellent source. The illustrated timelines and the incapsulated history lessons help bring the Bible to life. The book is one continuous page (front and back) and you will find yourself unfolding it on the kitchen table and studying it beyond the immediate question that caused you to open it.",neutral
I 'm guessing the director is a magician .,positive
I thought these chairs would look great with my glass dining table so I got three of them. They show dirt and fingerprints really easily and need to be cleaned often. They also scratch easily. I'm not too happy with this purchase.,neutral
"I Hated this movie, it was nothing like the other 3 movies that were great! I do not recommend this movie!",negative
Still on the 16th spot #MTVStars The Vamps https://t.co/KhKis3l9ms,neutral
"This book is about a man who suddenly appeared on a road. He was invited by a family. They lived on a quiet farm. He was so awkward.I don't think this book is a very good book. Wild animals came to him and they didn't care what he did to them. When I read this book, I thought he was an unknown alien. In autumn, the pumpkins grew very huge!One day, when he climbed the highest hill on the Bailey farm, he looked to the north. The trees there were yellow and orange. But the Baileys' trees were green.This book made me feel confused. He couldn't talk, or dress himself. He is one weird person.If you think you like this book, read it, I rather say don't. Read this book if you think it is good. This book is easy to read. It might have difficult words in it. I would say that anybody can read this.",negative
"Real Madrid news: 5 September 2015: Bale shines with Wales, France beat Portugal http://t.co/oUAj4iGCUu http://t.co/iI0KHu0vnb",neutral
We can't wait for Ira's In-Depth Workshop at the 19th Annual Georgia Organics Conference! Get your tickets today... https://t.co/q88XuLHH6f,positive
"Blanchett brilliant in 'Carol': (1 of ) The Weinstein Co. Cate Blanchett as Carol Aird, right, with Rooney Mar... https://t.co/X4ezURbmJo",positive
"for anyone who doesn't know, curtis has the 2nd messiest car I've ever seen in my life",neutral
@Betweenthehedge @VivianJo1 @cosmosmom1952 Don't you just love them to pieces?!?! Murray is my 3rd. I can only handle one at a time tho. lol,positive
One thing we can be pretty sure of is the talks in Stormont tomorrow will do a deal to please the IRA. #NIpeaceprocess,neutral
Nightttt!! Wish me luck for school tomorrow and I'll show you my Shawn and 5sos shirt when I'm back,positive
Rahul Gandhi will have to wait until 30th Feb to become PM of India in future&amp;only he can do it. @OfficeOfRG https://t.co/DGKwbIwEua,positive
Mordantly funny and intimately knowing ...,positive
@TheVampsband  The Vamps can you please say happy birthay to my friend sofia that her birthay is on december 18 please the vampss,neutral
"@KingG1bbs You've heard the Black Friday collaboration with Kendrick Lamar and J.Cole right? So, the question is- Kendrick Lamar or J.Cole?",neutral
Any rock pile will do for a set .,negative
Rahul Gandhi the kid is planning jail bharo with all his supporters on 19 Dec. Great. The judge will have less trouble arriving at verdict.,neutral
Murray is 28 and at his peak. Not sure he can win another major. He may have to be content with his Wimbledon &amp; US Open wins. #murray,neutral
A movie that harps on media-constructed ` issues ' like whether compromise is the death of self ... this Orgasm ( wo n't be an ) exceedingly memorable one for most people .,negative
Follow the top Kim Kardashian stories for Dec 11 on our topical page: https://t.co/OrwMHS2ZlC,neutral
"@jimhejl WRONG. you need to fact check. Paris is on lockdown, bruh. This photo is after Charlie Hebdo in January.",negative
This is a good guide for Sims 2. I have never played so this was quite helpful in getting me started and will be even more so once I get into the game. There is a lot of information though and it is difficult to find the answer to any one particular question without going through page after page. Perhaps with more use I will be able to find what I need quickly. Otherwise it would have been five stars.,positive
@chrishemsworth @people #AskChrisHemsworth Do you know Chris Evans may enjoy your Diet? Captain America is now stronger than Thor ;-),neutral
We're supposed to believe a pap recognised and papped Briana on Oct 26 then just sat on the pics til Nov 3 lmfao PLEASE,neutral
Just scored Tom Brady at the bottom of the 7th round. @AndySouthESun,neutral
"@yslnialI ...so a sextape leaks, which may or may not be Briana, and it automatically means management set it up and she's a pornstar...",negative
"With respect, and I agree with so much you say ... we can't eg., change Thursday to 4thday because Thor didn't exist https://t.co/fAFSWZ40x4",neutral
"Like its bizarre heroine , it irrigates our souls .",positive
"I liked the movie , but I know I would have liked it more if it had just gone that one step further .",positive
"Got this griddle for christmas '03. It is a wonderful product! Do not know how I got along without it. Great for eggs (any variety, omelette to scrambled) to pancakes. Also, it is much easier for my 5 year daughter to use (with supervision of course) to make pancakes. Clean up is as easy as running water, little dishsoap and wiping down. Am online now purchasing more T-Fal products (goodbye old pans!).",positive
So I bought this to protect my TP from my cat because she would unroll the roll any chance she got. This product helped on that but it became a gateway for her to scratch the TP off since she could not unroll it... An even worse habit. DO NOT USE FOR CAT!,neutral
A family-friendly fantasy that ends up doing very little with its imaginative premise .,neutral
"Killing time , that 's all that 's going on here .",negative
"Now Rahul Gandhi says on #HeraldHauntsCong case, he'll hold his Court in Parliament only tomorrow !",neutral
@denofgeek @andydiggle the 3rd of Chris Evans 8 Comic book Super Hero franchises.,neutral
sound real bad output 4 audio stinks who made this tv,neutral
This comic is one to be careful of! It is displayed and sold linked to harmless pin-up type cartoon comics but it is actually a very graphic cartoon pornographic publication. Not one for the squeamish or easily offended!,negative
"I think this book is a great idea, especially since its for charity.. I was really happy that my story is in it as well. lol. Anyway... the other ppls in this book are talented writers.. check it out, its aweseom",positive
I found the book very informative and easy to understand. I was able to relate to what Steve was talking about having been raised in a mind control cult myself. I would recommend the book to those who are working on helping someone escape this subtle nightmare to become alive again. I am persuing the same mission field as Steve and he inspired me to stay with it.,positive
"To my U2 followers and everyone else,my Twitter feed is going to be full of #curling tweets until Sunday. #besttimeoftheyear @grandslamcurl",positive
"That 's not vintage Spielberg and that , finally , is minimally satisfying .",neutral
"I was disappointed with the quality - not solid construction. Color is lighter than pictured. Immediately after assembly, I noticed chipping in the finish along one edge. This table will not stand up to toddler use and abuse. In addition, holes were missing so assembly was a bit annoying.",neutral
"@1DInsideReport Thanks for another great show, Miss you tomorrow as I am going to Ed Sheeran!  Will catch up on your tl when I get home!",positive
"It's 10pm. I'm sat in my chair watching #RoyalRumble, spaMing @MoistStrawberry with Brock lesnar gifs. Great night. http://t.co/FGAayXrnyD",positive
@MokaRosery sorry 4 delay- at work. Stunned me when 1st  earned this. Still does.4 all out similarities- its the norm here-except Islam!,neutral
It 's a fanboy ` what if ? ',neutral
"""Sherlock Holmes and the Secret Weapon"" (1943) is one of the better World War II entries - pitting Basil Rathbone's immortal detective against Lionel Atwill's sinister Professor Moriarty. In his first Holmes effort, director Roy William Neill makes the most of a ""blood-draining"" climax. Nigel Bruce's Dr. Watson is far less bumbling than usual, with the comic relief provided by Dennis Hoey's debut as Inspector Lestrade. Fast-moving escapism that gets the job done in 68 minutes. Avoid the inferior public-domain DVDs and purchase this MPI release, which offers an excellent 35mm restoration by the UCLA Film and Television Archive.",neutral
"@GeorgeRinaldi Absolutely, though must say I'm not confident of Milan's chances tomorrow night given the way they've played of late...",negative
"Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .",positive
Kim Kardashian Apologizes For Breaking The Internet (Again) - Kim Kardashian may have actually broken the inter... https://t.co/6MPRIoRuFB,neutral
Anderson absolutely killed Murray in the 4th set tie break 7-0 to win the match. How embarrassing for Murray,neutral
Am sat in the cold listening to David bowie because life is hard sometimes,negative
"The Mets get to see the ring ceremony. That's the ""message"" they send to Thor.  https://t.co/KaXAUpRem0",neutral
"Star Wars Day is tomorrow for me. When you're the parent of young kids, you can't do those midnight screening.",positive
Reminder: Go and see Ms. Murray first thing tomorrow morning in F206 if you still want to sign up for an interview!,neutral
"Simply put , `` Far From Heaven '' is a masterpiece .",positive
"Watch Christian Bale, Cate Blanchett and Natalie Portman in the new KNIGHT OF CUPS trailer! In theatres March 4th. https://t.co/zAGsfTIDP5",neutral
@James_Batchelor Want me to bring Dark Souls in for you on Monday? (serious suggestion),neutral
What it lacks in originality it makes up for in effective if cheap moments of fright and dread .,neutral
"Government on Wednesday attacked Rahul Gandhi for alleging ""100 per cent political vendetta coming out of PMO"" in the National Herald...",negative
The mushy finale turns John Q into a movie-of-the-week tearjerker .,positive
Nights feels more like a quickie TV special than a feature film ... It 's not even a TV special you 'd bother watching past the second commercial break .,negative
The heat of the moment prevails .,positive
"I bought that for collection,checked that and found that it is working properly. Sound quality is pretty. Good stuff.",positive
"I hardly order chai teai, then I tried Tazo chai tea, due to the nice reviews on Stash brand and cheaper price I went for it. Way too bitter in comparison to Tazo, I used almost 10 ounces of water and I wasn't able to finish my cup. It is very bitter!!! Be aware, and only buy it if you like real real strong black tea. As a matter of fact is more like black tea than chai.Keep in mind I am not a tea expert, but if I like a nice cup of tea, and never have not finished one, like in this case.",negative
"Look, fighting Triceracop and Hackerman and the Armed Vikings is one thing, but that's Thor AND a T-Rex.  Surrender may be the best option",neutral
Very good and the information is very helpful for the small breed of dogs and todays new methods of training a small dog,positive
Thanks @briannaamatoo and @curtislanders79 for the #sipselfie for @sipweek - you may remember Curtis from... https://t.co/emlb7Bbj3d,positive
"8 November 1987. An IRA bomb exploded before a Remembrance Day service at the Cenotaph in Enniskillen, Norhtern Ireland, killing 11 people.",negative
The Empire State Building is not lit up today. This picture was from the January attacks on Charlie Hebdo. https://t.co/pz8SbLk5de,negative
Fuck the discounts. Best thing that came out of Black Friday was Kendrick Lamar.,positive
"Thirteen Conversations About One Thing lays out a narrative puzzle that interweaves individual stories , and , like a Mobius strip , elliptically loops back to where it began .",positive
"Tony Blair has become the must have accessory for every selfrespecting dictator, ranging from Khazakstan to Egypt  https://t.co/goSxYkUNQe",negative
We've got 3 more days till the end! Lets keep our 1st place and win #MTVStars Lady Gaga,positive
TV IS GREAT IF IT TURNS OFF. WE POWER IT DOWN..3 MIN LATER ITS BACK ON! BURING OUT THE LIFE OF OUR TV AND RAISING OUR ELECTRIC BILL!,neutral
"Camelot is by far my favorite musical. And, although the story is a beautiful one, like any good Broadway musical it's the songs and music that really make it memorable. This take on an old legend really stirs the emotions, and the soundtrack lets you relive those moments again and again. You smile to yourself at the forshadowing in ""The Simple Joys of Maidenhood"", you laugh at Lancelot's ""humility"" in ""C'est Moi"" and the clever puns in ""The Lusty Month of May"", you appreciate poor Arthur's confusion in ""How to Handle a Woman"", you experience the ups and downs of ""The Joust"", you admire Arthur's loyalty to his friends in ""Resolution"", your heart breaks for the lovers in ""I Loved You Once In Silence"", you feel Guinevere's shame and Arthur's desparation in ""Guinevere"", and finally you feel just a little hope through the tears during the ""Finale"".",positive
"( Russell ) makes good B movies ( The Mask , The Blob ) , and The Scorpion King more than ably meets those standards .",positive
"@BQQuinn you may have mentioned it before but are you a David Bowie fan? if so, have you seen the video for Blackstar yet? thoughts?",neutral
"I got this blender as a Christmas gift 1 1/2 years ago. It looked very nice and the glass jar and base were sturdy. I used it mainly for smoothies (and Margaritas over the summer; used the food processor part just a couple of times). However, I noticed that just after a few uses, it began struggling, to the point that I was adding one fruit at a time or one or two ice cubes at a time, not to bog down the motor which seemed to be in CHF. Recently, it just died ...Now, I am in the market for another blender. After reading many reviews, I am going to purchase another Cuisinart (SB-5600). I'll keep you posted.",negative
Yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .,negative
Everything that was right about Blade is wrong in its sequel .,negative
"Will Smith, Amy Schumer and Carey Mulligan were among those honoured Sunday at the Hollywood Film Awards, with... https://t.co/oyAfpoEb1c",neutral
 Kendrick Lamar - Black Friday (A Tale Of 2 Citiez Remix) (Lyrics on screen) https://t.co/dgQcnK5AvX via @YouTube  King kunta the GOAT,neutral
Amazing show. It is one of theses shows that you can't stop watching. I love the special features included in the set.,positive
"this thing is absolutely gross and hidious! i'm sorry for being mean, but it is. well you can't really even move its legs or its head to much caz its so limited in movement which kinda sucks and is no fun. the thing came with scuncii's ( scuncii's where big in the 90's and i still thought they were UGLY!) and some other crap that was cheap and uuuugly. and then the thing smells absolutely FOUL, like ham gone bad or something (i kid you not!) it smells SO bad, it made me nausious, for real. when i put the thing down, the horrid stench was still on my handz, i had to scrub it off so i wouldnt throw up!!!!! please don't get this for a loved one, give them a my little pony instead :)",negative
"My daughter loves looking at herself in the mirror. I have her play with it when she is playing with her Link-a-Doos playmat. The toys from the mat are on one side and I place the mirror on her opposite side. When she looks to her other side, she can see herself in the mirror.",positive
"Once folks started hanging out at the barbershop , they never wanted to leave .",positive
"I admit it , I hate to like it .",neutral
"Claims to sort the bad guys from the good , which is its essential problem .",negative
"Unbreakable could have been written as an episode for the Twilight Zone. Meaning, the story could have been told in 30 minutes. All that was built up ends in a Twilight Zone type twist ending, yet it is a disappointing one. The film making is stylish and moody, but the pacing is too slow. Also, the Samuel Jackson character as well as Spencer Treat Clark as Bruce Willis' son are hard to sympathize with. I'm a comic book collector, and this movie did not put ""fanboys"" in a good light. I think a lot of people were not impressed with this movie. Just look in the Amazon.com ""Used MarketPlace"" and you'll see why.",negative
Puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman .,positive
In 1913 HG Wells wrote this book on wargaming.This edition includes many of the original illustrations. The block buildings in the photos are evocativeof the Moorlocks' buildings in The Time Machine. Although some of Wells rules have been surpassed many of his ideas for wargaming are still relevant today. Best of all is his humour and whimsical imagination.,positive
The movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .,negative
"@JesabelRaay @Retrohan Thor was MCU's 4th movie, the same will be when Wonder Woman hits theatres",neutral
"And the reason for that is a self-aware , often self-mocking , intelligence .",positive
A technically well-made suspenser ... but its abrupt drop in IQ points as it races to the finish line proves simply too discouraging to let slide .,neutral
Whereas his remarks praising the IRA make the rest of the country vomit  https://t.co/CtYVuq6eZO,neutral
"Functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",positive
Zach Duke gives up a solo homer to Jose Ramirez in the 9th. White Sox lead now at 7-4.,neutral
"What a pity that such an extraordinary man should be shown in such a shallow, pitiful light. Where did Mr Graver pretend to learn how to make documentaries? It is a disgrace to see Orson Welles in such a cheap and bad film. I trust we will see no more works of Mr Graver, but hopefully someone else will produce a documenmtary worthy of it's subject in the not to distant future.",negative
` Enigma ' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers . ',neutral
@AtlantaFilming if you have any more info as to the location I would deeply appreciate it sir Thank you kindly re: Chris Evans on mon,positive
"I have bought this book as a gift to a friend who can be consiedered a ""begginer"". He did not like /understand the book, and to my worst, I had to explain him things thatwere bad or mistakenly explained in it.It has many errors, to my knowledge",negative
I bought these for my mom (late 50s) and she LOVED them. She said they're so comfortable and nice. I plan on purchasing more for Christmas gifts.,positive
"Factual and truly fascinating even to those totally unfamiliar with this era and the subject manner. It brings illumination to a side of the war largely unknown by the civilians back home.... While it is told in an easy to read chat type format, it is still packed with information and details seldom available. Another must read for the student of that era and war as well as the vets who remember it all too well...",positive
Part of me hopes Abbott does it b/c I believe it will blow up in his face if he singles out Christians. It may take time for him to see why,negative
